文件名,参考文本,标准化参考,标准化识别,参考字数,识别字数,错误字数,字错率,音频时长(秒),处理时间(秒),识别速度(字/秒),实时率(RTF),原始结果
BAC009S0003W0121.wav,这些 高 净值 人士 都 是 上述 房企 海外 项目 的 潜在 客群,这些高净值人士都是上述房企海外项目的潜在客群,这些高净值人士都是上述房企海外项目的潜在客群,22,22,0,0,7.602,0.093087673,236.3363402,0.012245156,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这些高净值人士都是上述房企海外项目的潜在客群。
BAC009S0003W0122.wav,多家 在 海外 开发 项目 的 房企 负责 人 也 表示,多家在海外开发项目的房企负责人也表示,多家在海外开发项目的房企负责人也表示,18,18,0,0,6.1570625,0.086170435,208.8883503,0.013995381,<|zh|><|NEUTRAL|><|Speech|><|withitn|>多家在海外开发项目的房企负责人也表示。
BAC009S0003W0123.wav,他们 项目 锁定 的 主要 客户 群 就 是有 海外 置业 需求 的华 人,他们项目锁定的主要客户群就是有海外置业需求的华人,他们项目锁定的主要客户群就是有海外置业需求的华人,24,24,0,0,7.647,0.089575052,267.9317443,0.011713751,<|zh|><|NEUTRAL|><|Speech|><|withitn|>他们项目锁定的主要客户群就是有海外置业需求的华人。
BAC009S0003W0124.wav,同策 咨询 研究 部 总监 张 宏伟 认为,同策咨询研究部总监张宏伟认为,同测咨询研究部总监张宏伟认为,14,14,1,0.071428571,5.027,0.082973957,168.7276405,0.016505661,<|zh|><|NEUTRAL|><|Speech|><|withitn|>同测咨询研究部总监张宏伟认为。
BAC009S0003W0125.wav,国外 大多 数 发达 经济 在 复苏,国外大多数发达经济在复苏,国外大多数发达经济在复苏,12,12,0,0,5.273,0.09448576,127.0032652,0.017918786,<|zh|><|NEUTRAL|><|Speech|><|withitn|>国外。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>大多数发达经济在复苏。
BAC009S0003W0126.wav,房地 产 仍然 处于 价值 低估 阶段,房地产仍然处于价值低估阶段,房地产仍然处于价值低估阶段,13,13,0,0,4.724,0.078757048,165.0645928,0.016671687,<|zh|><|NEUTRAL|><|Speech|><|withitn|>房地产仍然处于价值低估阶段。
BAC009S0003W0127.wav,国内 房企 买 地 开发 项目 刚好 处于 抄底 的 阶段,国内房企买地开发项目刚好处于抄底的阶段,国内房企买地开发项目刚好处于抄底的阶段,19,19,0,0,6.281,0.085945129,221.0712827,0.013683351,<|zh|><|NEUTRAL|><|Speech|><|withitn|>国内房企买地开发项目刚好处于抄底的阶段。
BAC009S0003W0128.wav,市场 周期 的 特征 决定 品牌 房企 继续 积极 布局 海外 市场,市场周期的特征决定品牌房企继续积极布局海外市场,市场周期的特征决定品牌房企继续积极布局海外市场,23,23,0,0,7.893,0.089643002,256.5732918,0.011357279,<|zh|><|NEUTRAL|><|Speech|><|withitn|>市场周期的特征决定品牌房企继续积极布局海外市场。
BAC009S0003W0129.wav,部分 大型 房企 的 全国 化 布局 基本 完成,部分大型房企的全国化布局基本完成,部分大企房企的全国化布局基本完成,16,16,1,0.0625,5.788,0.083643436,191.2881713,0.014451181,<|zh|><|NEUTRAL|><|Speech|><|withitn|>部分大企房企的全国化布局基本完成。
BAC009S0003W0130.wav,从 战略 布局 角度 需要 国际 化,从战略布局角度需要国际化,从战略布局角度需要国际化,12,12,0,0,4.9369375,0.081035137,148.0839105,0.01641405,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从战略布局角度需要国际化。
BAC009S0003W0131.wav,因此 业务 上 也 会 逐步 实现 海外 与 国内 的 二八 原则,因此业务上也会逐步实现海外与国内的二八原则,因此业务上也会逐步实现海外与国内的原则,21,19,2,0.095238095,6.404,0.084275484,225.451093,0.01315982,<|zh|><|NEUTRAL|><|Speech|><|withitn|>因此，业务上也会逐步实现海外与国内的28原则。
BAC009S0003W0132.wav,房地 产 开启 互联 网元 年,房地产开启互联网元年,房地产开启互联网元年,10,10,0,0,3.963,0.076862335,130.1027346,0.019394987,<|zh|><|NEUTRAL|><|Speech|><|withitn|>房地产开启互联网元年。
BAC009S0003W0133.wav,在 这个 互联 网 的 时代,在这个互联网的时代,在这个互联网的时代,9,9,0,0,3.202,0.073321342,122.7473434,0.022898608,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在这个互联网的时代。
BAC009S0003W0134.wav,任何 一 个 企业 的 创新 之路 都 绕 不 开 它,任何一个企业的创新之路都绕不开它,任何一个企业的创新之路都绕不开它,16,16,0,0,5.15,0.079747677,200.6328038,0.015484986,<|zh|><|NEUTRAL|><|Speech|><|withitn|>任何一个企业的创新之路都绕不开它。
BAC009S0003W0135.wav,截至 二零一四 年 十月 份,截至二零一四年十月份,截止年月份,10,5,6,0.6,3.751,0.075443506,66.27475643,0.020112905,<|zh|><|NEUTRAL|><|Speech|><|withitn|>截止2014年10月份。
BAC009S0003W0136.wav,中国 移动 互联 网 用户 已达 到 八 点 七四 亿,中国移动互联网用户已达到八点七四亿,中国移动互联网用户已达到亿,17,13,4,0.235294118,5.531,0.08859086,146.7419996,0.016017151,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中国移动互联网用户已达到8.74亿。
BAC009S0003W0137.wav,这个 庞大 的 市场 用户 量 吸引 着 每 一 个 传统 行业 向 其 靠近,这个庞大的市场用户量吸引着每一个传统行业向其靠近,这个庞大的市场用户量吸引着每一个传统行业向其靠近,24,24,0,0,7.2319375,0.102539301,234.0565986,0.014178676,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这个庞大的市场用户量吸引着每一个传统行业向其靠近。
BAC009S0003W0138.wav,包括 传统 的 房地 产 企业,包括传统的房地产企业,包括传统的房地产企业,10,10,0,0,3.818125,0.07594943,131.6665568,0.019891814,<|zh|><|NEUTRAL|><|Speech|><|withitn|>包括传统的房地产企业。
BAC009S0003W0139.wav,被 称 为 房地 产 行业 的 互联 网,被称为房地产行业的互联网,被称为房地产行业的互联网,12,12,0,0,4.355,0.084623098,141.8052545,0.019431251,<|zh|><|NEUTRAL|><|Speech|><|withitn|>被称为房地产行业的互联网。
BAC009S0003W0140.wav,几乎 每家 房企 的 老板 都 在 谈 如何 互联,几乎每家房企的老板都在谈如何互联,几乎每家房企的老板都在谈如何互联,16,16,0,0,5.3969375,0.086007595,186.0300824,0.01593637,<|zh|><|NEUTRAL|><|Speech|><|withitn|>几乎每家房企的老板都在谈如何互联。
BAC009S0003W0141.wav,无 论 是 营销 方式 变革,无论是营销方式变革,无论是营销方式变革,9,9,0,0,3.527125,0.080622196,111.6317891,0.022857766,<|zh|><|NEUTRAL|><|Speech|><|withitn|>无论是营销方式变革。
BAC009S0003W0142.wav,甚至 在 房企 未来 战略 布局 中,甚至在房企未来战略布局中,甚至在房企未来战略布局中,12,12,0,0,4.5230625,0.08753562,137.0870514,0.019353175,<|zh|><|NEUTRAL|><|Speech|><|withitn|>甚至在房企未来战略布局中。
BAC009S0003W0143.wav,怎么 完成 传统 房企 与 互联 网 融合 落地 都 是 其 研究 的大 事,怎么完成传统房企与互联网融合落地都是其研究的大事,怎么完成传统房企与互联网融合落地都是其研究的大事,24,24,0,0,8.598,0.096355438,249.0777941,0.011206727,<|zh|><|NEUTRAL|><|Speech|><|withitn|>怎么完成传统房企与互联网融合落地？ <|zh|><|NEUTRAL|><|Speech|><|withitn|>都是其研究的大事。
BAC009S0003W0144.wav,纵观 所有 房企 触网 的 动作,纵观所有房企触网的动作,纵观所有房企触网的动作,11,11,0,0,4.2989375,0.078047037,140.9406482,0.01815496,<|zh|><|NEUTRAL|><|Speech|><|withitn|>纵观所有房企触网的动作。
BAC009S0003W0145.wav,目前 尚未 形成 一 个 成熟 的 运营 模式,目前尚未形成一个成熟的运营模式,目前尚未形成一个成熟的运营模式,15,15,0,0,4.7359375,0.081449986,184.1620954,0.017198281,<|zh|><|NEUTRAL|><|Speech|><|withitn|>目前尚未形成一个成熟的运营模式。
BAC009S0003W0146.wav,从 营销 端口 切入 以 零二零 模式 卖房,从营销端口切入以零二零模式卖房,从营销端口切入以模式卖房,15,12,3,0.2,6.381,0.085216999,140.8169747,0.013354803,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从营销端口切入，以020模式卖房。
BAC009S0003W0147.wav,似乎 是 房企 目前 得到 的 能 最 快 最 直接 产生 效果 的 合作,似乎是房企目前得到的能最快最直接产生效果的合作,似乎是房企目前得到的能最快最直接产生效果的合作,23,23,0,0,8.207,0.096050739,239.4567722,0.011703514,<|zh|><|NEUTRAL|><|Speech|><|withitn|>似乎是房企目前得到的能最快、最直接产生效果的合作。
BAC009S0003W0148.wav,这 对 房企 的 意义 确实 不 小,这对房企的意义确实不小,这对房企的意义确实不小,11,11,0,0,4.142,0.089260101,123.2353519,0.02155,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这对房企的意义确实不小。
BAC009S0003W0149.wav,变革 营销 方式 增加 营销 节点 的 同时,变革营销方式增加营销节点的同时,变革营销方式增加营销节点的同时,15,15,0,0,5.4749375,0.081722975,183.5469162,0.014926741,<|zh|><|NEUTRAL|><|Speech|><|withitn|>变革营销方式，增加营销节点的同时。
BAC009S0003W0150.wav,运营 资源 的 时代 到来,运营资源的时代到来,运营资源的时代到来,9,9,0,0,3.9190625,0.077024221,116.8463612,0.019653736,<|zh|><|NEUTRAL|><|Speech|><|withitn|>运营资源的时代到来。
BAC009S0003W0151.wav,我们 看到 前 有 马云 对 赌王 健林,我们看到前有马云对赌王健林,我们看到前有马云对赌王健林,13,13,0,0,5.173,0.083178282,156.2907976,0.016079312,<|zh|><|NEUTRAL|><|Speech|><|withitn|>我们看到前有马云对赌王健林。
BAC009S0003W0152.wav,后 有 万科 淘宝 合作 卖房,后有万科淘宝合作卖房,后有万科淘宝合作卖房,10,10,0,0,5.0489375,0.08540988,117.0824738,0.016916407,<|zh|><|NEUTRAL|><|Speech|><|withitn|>后有万科淘宝。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>合作卖房。
BAC009S0003W0153.wav,双十 一 和 双十二 来 了,双十一和双十二来了,双十一和双十二来了,9,9,0,0,3.5600625,0.074851513,120.2380506,0.021025337,<|zh|><|NEUTRAL|><|Speech|><|withitn|>双十一和双十二来了。
BAC009S0003W0154.wav,在 这个 电商 狂欢 的 营销 节点 上,在这个电商狂欢的营销节点上,在这个电商狂欢的营销节点上,13,13,0,0,4.6119375,0.085268736,152.4591618,0.018488702,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在这个电商狂欢的营销节点上。
BAC009S0003W0155.wav,传统 房企 的 身影 越来 越多,传统房企的身影越来越多,传统房企的身影越来越多,11,11,0,0,3.9410625,0.078273535,140.5328127,0.019861023,<|zh|><|NEUTRAL|><|Speech|><|withitn|>传统房企的身影越来越多。
BAC009S0003W0156.wav,纷纷 跨界 试水 互联 网 营销 大战,纷纷跨界试水互联网营销大战,纷纷跨界试水互联网营销大战,13,13,0,0,4.4,0.084562063,153.7332405,0.019218651,<|zh|><|NEUTRAL|><|Speech|><|withitn|>纷纷跨界试水互联网营销大战。
BAC009S0003W0157.wav,抢食 双十 一 市场 蛋糕,抢食双十一市场蛋糕,抢食双十一市场蛋糕,9,9,0,0,3.6839375,0.076041222,118.3568571,0.02064129,<|zh|><|NEUTRAL|><|Speech|><|withitn|>抢食双十一市场蛋糕。
BAC009S0003W0158.wav,房子 开始 论 小时 卖 了,房子开始论小时卖了,房子开始论小时卖了,9,9,0,0,3.739,0.074761391,120.3829934,0.019995023,<|zh|><|NEUTRAL|><|Speech|><|withitn|>房子开始论小时卖了。
BAC009S0003W0159.wav,在天 猫 开辟 双十 一 购房 专区,在天猫开辟双十一购房专区,在天猫开辟双十一购房专区,12,12,0,0,4.6800625,0.085410595,140.497792,0.018249883,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在天猫开辟双十一购房专区。
BAC009S0003W0160.wav,联合 线 上线 下 十大 商家 搭建 了 乐透 联盟 平台,联合线上线下十大商家搭建了乐透联盟平台,联合线上线下十大商家搭建了乐透联盟平台,19,19,0,0,6.8519375,0.099545956,190.8666191,0.014528147,<|zh|><|NEUTRAL|><|Speech|><|withitn|>联合线上线下十大商家搭建了乐透联盟平台。
BAC009S0003W0161.wav,一举 推出 一千 套 优惠 房源,一举推出一千套优惠房源,一举推出套优惠房源,11,9,2,0.181818182,4.6130625,0.078192949,115.0998918,0.016950334,<|zh|><|NEUTRAL|><|Speech|><|withitn|>一举推出1000套优惠房源。
BAC009S0003W0162.wav,实现 近 四十三 亿元 销售 额,实现近四十三亿元销售额,实现近亿元销售额,11,8,3,0.272727273,4.9930625,0.078638792,101.7309625,0.015749611,<|zh|><|NEUTRAL|><|Speech|><|withitn|>实现近43亿元销售额。
BAC009S0003W0163.wav,远洋 地产 价值 二十五亿 元 房产 众 筹 引发 大量 关注,远洋地产价值二十五亿元房产众筹引发大量关注,远洋地产价值亿元房产众筹引发大量关注,21,18,3,0.142857143,7.624,0.088473558,203.4506164,0.011604612,<|zh|><|NEUTRAL|><|Speech|><|withitn|>远洋地产价值25亿元，房产众筹引发大量关注。
BAC009S0003W0164.wav,很大 程度 上来 自 市场 的 压力,很大程度上来自市场的压力,很大程度上来自市场的压力,12,12,0,0,4.6910625,0.078889132,152.1122082,0.016816901,<|zh|><|NEUTRAL|><|Speech|><|withitn|>很大程度上来自市场的压力。
BAC009S0003W0165.wav,推动 了 房企 开始 在 营销 模式 上思 变,推动了房企开始在营销模式上思变,推动了房企开始在营销模式上思变,15,15,0,0,5.183,0.079511642,188.651618,0.015340853,<|zh|><|NEUTRAL|><|Speech|><|withitn|>推动了房企开始在营销模式上思变。
BAC009S0003W0166.wav,正如 一 位 触网 营销 的 操盘 手 所 说,正如一位触网营销的操盘手所说,正如一位触网营销的操盘手所说,14,14,0,0,5.1389375,0.085857868,163.0601865,0.016707319,<|zh|><|NEUTRAL|><|Speech|><|withitn|>正如一位触网营销的操盘手所说。
BAC009S0003W0167.wav,房企 跨界 触网 营销 等 实质 上 都 是 在 打 抢 客户 大战,房企跨界触网营销等实质上都是在打抢客户大战,房企跨界触网营销等实质上都是在打抢客户大战,21,21,0,0,9.136,0.10035038,209.2667712,0.010984061,<|zh|><|NEUTRAL|><|Speech|><|withitn|>房企跨界、触网营销等，实质上都是在。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>打抢客户。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>大战。
BAC009S0003W0168.wav,房企 可以 整合 各界 资源,房企可以整合各界资源,房企可以整合各界资源,10,10,0,0,4.0080625,0.076515675,130.6921759,0.019090439,<|zh|><|NEUTRAL|><|Speech|><|withitn|>房企可以整合各界资源。
BAC009S0003W0169.wav,因为 房地 产 行业 本身 长期 性 重 资产 复杂 化 的 属性,因为房地产行业本身长期性重资产复杂化的属性,因为房地产行业本身长期性重资产复杂化的属性,21,21,0,0,7.6690625,0.093604088,224.3491763,0.012205415,<|zh|><|NEUTRAL|><|Speech|><|withitn|>因为房地产行业本身长期性重资产。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>复杂化的属性。
BAC009S0003W0170.wav,互联 网 要 像 改造 其它 行业 一 样 改造 房地 产业,互联网要像改造其它行业一样改造房地产业,互联网要想改造其他行业一样改造房地产业,19,19,2,0.105263158,6.9520625,0.091455698,207.7508609,0.013155189,<|zh|><|NEUTRAL|><|Speech|><|withitn|>互联网要想。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>改造其他行业一样，改造房地产业。
BAC009S0003W0171.wav,但 这 不 影响 房企 触网 日记 的 延续,但这不影响房企触网日记的延续,但这不影响房企出吻日记的延续,14,14,2,0.142857143,4.859,0.08075428,173.3654239,0.016619527,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但这不影响房企出吻日记的延续。
BAC009S0003W0172.wav,万达 集团 与 腾讯 百度 成立 零二零 业务 平台,万达集团与腾讯百度成立零二零业务平台,万达集团与腾讯百度成立业务平台,18,15,3,0.166666667,7.635,0.091346025,164.2107571,0.011964116,<|zh|><|NEUTRAL|><|Speech|><|withitn|>万达集团与腾讯百度成立。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>020业务平台。
BAC009S0003W0173.wav,三 个 土豪 声称 要 打造 全球 最 大 零二零 电商 公司,三个土豪声称要打造全球最大零二零电商公司,三个土豪声称要打造全球最大电商公司,20,17,3,0.15,7.389,0.087069273,195.2468353,0.011783634,<|zh|><|NEUTRAL|><|Speech|><|withitn|>三个土豪声称，要打造全球最大020电商公司。
BAC009S0003W0174.wav,总 投资 达 两百亿 元,总投资达两百亿元,总投资达亿元,8,6,2,0.25,3.1579375,0.074630499,80.39608591,0.023632671,<|zh|><|NEUTRAL|><|Speech|><|withitn|>总投资达200亿元。
BAC009S0003W0175.wav,发现 一 个 女孩 子 的 裙子 很 漂亮,发现一个女孩子的裙子很漂亮,发现一个女孩子的裙子很漂亮,13,13,0,0,4.5909375,0.082494497,157.5862685,0.017968987,<|zh|><|NEUTRAL|><|Speech|><|withitn|>发现一个女孩子的裙子很漂亮。
BAC009S0003W0176.wav,拍 个 照片 就 知道 是 万达 哪 家 店 卖 的,拍个照片就知道是万达哪家店卖的,拍个照片就知道是万达哪家店卖的,15,15,0,0,5.194,0.081318378,184.4601465,0.015656215,<|zh|><|NEUTRAL|><|Speech|><|withitn|>拍个照片就知道是万达哪家店卖的。
BAC009S0003W0177.wav,就 知道 万达 院线 几 点 放映 这 场 电影,就知道万达院线几点放映这场电影,就知道万达院线几点放映这场电影,15,15,0,0,5.15,0.081195831,184.7385483,0.015766181,<|zh|><|NEUTRAL|><|Speech|><|withitn|>就知道万达院线几点放映这场电影。
BAC009S0003W0178.wav,可以 完成 选 座 和 支付,可以完成选座和支付,可以完成选座和支付,9,9,0,0,3.673,0.078038931,115.327054,0.021246646,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可以完成选座和支付。
BAC009S0003W0181.wav,其 多次 去 美国 参观 学习 苹果 等高 科技 企业,其多次去美国参观学习苹果等高科技企业,其多次去美国参观学习苹果等高科技企业,18,18,0,0,6.762,0.09098053,197.8445283,0.013454678,<|zh|><|NEUTRAL|><|Speech|><|withitn|>其多次去美国参观学习苹果等高科技企业。
BAC009S0003W0182.wav,明年 将 宣布 利用 互联 网 二 次 转型 的 具体 动作,明年将宣布利用互联网二次转型的具体动作,明年将宣布利用互联网二次转型的具体动作,19,19,0,0,6.079,0.083619833,227.2188226,0.013755524,<|zh|><|NEUTRAL|><|Speech|><|withitn|>明年将宣布利用互联网二次转型的具体动作。
BAC009S0003W0183.wav,如果 你 还 把 互联 网 思维 当作 房地 产 企业 营销 的 虎头,如果你还把互联网思维当作房地产企业营销的虎头,如果你还把互联网思维当做房地产企业营销的虎头,22,22,1,0.045454545,7.1990625,0.086349964,254.7771759,0.011994612,<|zh|><|NEUTRAL|><|Speech|><|withitn|>如果你还把互联网思维当做房地产企业营销的虎头。
BAC009S0003W0184.wav,而 不 是 经营 思路 的 一 种 尝试 和 转变,而不是经营思路的一种尝试和转变,而不是经营思路的一种尝试和转变,15,15,0,0,5.3740625,0.084731102,177.0306257,0.015766676,<|zh|><|NEUTRAL|><|Speech|><|withitn|>而不是经营思路的一种尝试和转变。
BAC009S0003W0185.wav,那么 你 既 有 的 竞争 优势,那么你既有的竞争优势,那么你既有的竞争优势,10,10,0,0,3.9299375,0.08236146,121.4160122,0.020957448,<|zh|><|NEUTRAL|><|Speech|><|withitn|>那么你既有的竞争优势。
BAC009S0003W0186.wav,可能 在 瞬间 就会 被 改变 甚至 逆转,可能在瞬间就会被改变甚至逆转,可能在瞬间就会被改变甚至逆转,14,14,0,0,5.2170625,0.080296278,174.3542833,0.01539109,<|zh|><|NEUTRAL|><|Speech|><|withitn|>可能在瞬间就会被改变甚至逆转。
BAC009S0003W0187.wav,三公 数字 更加 清晰 易懂,三公数字更加清晰易懂,三公数字更加清晰易懂,10,10,0,0,3.6499375,0.076632261,130.4933436,0.0209955,<|zh|><|NEUTRAL|><|Speech|><|withitn|>三公数字更加清晰易懂。
BAC009S0003W0188.wav,三公 经费 是 财政 预算 中 最 受 社会 关注 的 内容 之 一,三公经费是财政预算中最受社会关注的内容之一,三公经费是财政预算中最受社会关注的内容之一,21,21,0,0,6.951875,0.085622072,245.2638608,0.0123164,<|zh|><|NEUTRAL|><|Speech|><|withitn|>三公经费是财政预算中最受社会关注的内容之一。
BAC009S0003W0189.wav,温 家宝 在 国务院 常务 会议 上 就 已 提出,温家宝在国务院常务会议上就已提出,温家宝在国务院常务会议上就已提出,16,16,0,0,5.911,0.086233616,185.5424922,0.014588668,<|zh|><|NEUTRAL|><|Speech|><|withitn|>温家宝在国务院常务会议上就已提出。
BAC009S0003W0190.wav,省级 政府 要 在 两年 内 全面 公开 三公 经费,省级政府要在两年内全面公开三公经费,省级政府要在两年内全面公开三公经费,17,17,0,0,6.012,0.087920904,193.3556094,0.014624236,<|zh|><|NEUTRAL|><|Speech|><|withitn|>省级政府要在两年内全面公开三公经费。
BAC009S0003W0191.wav,并 推进 公开 部门 预 决算,并推进公开部门预决算,并推进公开部门预决算,10,10,0,0,4.031,0.078939915,126.6786269,0.019583209,<|zh|><|NEUTRAL|><|Speech|><|withitn|>并推进公开部门预决算。
BAC009S0003W0192.wav,今年 北京 四川 河南 等 省市 率先 公布 了 三公 经费,今年北京四川河南等省市率先公布了三公经费,今年北京四川河南等省市率先公布了三公经费,20,20,0,0,8.027,0.090403318,221.2308171,0.011262404,<|zh|><|NEUTRAL|><|Speech|><|withitn|>今年，北京、四川、河南等省市率先公布了三公经费。
BAC009S0003W0193.wav,广东 省 财政 厅 厅长 在 接受 采访 时 表示,广东省财政厅厅长在接受采访时表示,广东省财政厅厅长在接受采访时表示,16,16,0,0,5.5859375,0.081418276,196.516075,0.014575579,<|zh|><|NEUTRAL|><|Speech|><|withitn|>广东省财政厅厅长在接受采访时表示。
BAC009S0003W0194.wav,下 一 步 准备 扩大 对 公务 卡 等 方面 的 监督,下一步准备扩大对公务卡等方面的监督,下一步准备扩大对公务卡等方面的监督,17,17,0,0,5.688,0.083250523,204.2029223,0.014636168,<|zh|><|NEUTRAL|><|Speech|><|withitn|>下一步，准备扩大对公务卡等方面的监督。
BAC009S0003W0195.wav,并 将 公布 科目 从 目前 的 类 级 细化 到 项 级,并将公布科目从目前的类级细化到项级,并将公布科目从目前的类级细化到上级,17,17,1,0.058823529,6.2580625,0.083229303,204.2549837,0.013299532,<|zh|><|NEUTRAL|><|Speech|><|withitn|>并将公布科目从目前的类级细化到上级。
BAC009S0003W0196.wav,比如 办公 费 细化 到 水电 费 印刷 费 等,比如办公费细化到水电费印刷费等,比如办公费细化到水电费印刷费等,15,15,0,0,6.0690625,0.101077318,148.4012464,0.016654519,<|zh|><|NEUTRAL|><|Speech|><|withitn|>比如办公费、细化到、水电费、印刷费等。
BAC009S0003W0197.wav,在 推进 食品 安全 信息 公开 方面,在推进食品安全信息公开方面,在推进食品安全信息公开方面,13,13,0,0,4.6679375,0.086843491,149.6945817,0.018604253,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在推进食品安全信息公开方面。
BAC009S0003W0198.wav,卫生 行政 主管 部门 要 进一步 强化 食品 安全 标准 公开,卫生行政主管部门要进一步强化食品安全标准公开,卫生行政主管部门要进一步强化食品安全标准公开,22,22,0,0,7.6020625,0.087621212,251.0807543,0.011525979,<|zh|><|NEUTRAL|><|Speech|><|withitn|>卫生行政主管部门要进一步强化食品安全标准公开。
BAC009S0003W0199.wav,拓宽 公众 参与 食品 安全 标准 起草 的 渠道,拓宽公众参与食品安全标准起草的渠道,拓宽公众参与食品安全标准起草的渠道,17,17,0,0,7.142,0.092293262,184.1954607,0.012922607,<|zh|><|NEUTRAL|><|Speech|><|withitn|>拓宽公众参与食品安全标准起草的。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>渠道。
BAC009S0003W0200.wav,进一步 做好 征求 公众 意见 工作,进一步做好征求公众意见工作,进一步做好征求公众意见工作,13,13,0,0,4.4339375,0.078408241,165.798898,0.01768366,<|zh|><|NEUTRAL|><|Speech|><|withitn|>进一步做好征求公众意见工作。
BAC009S0003W0201.wav,在 征地 拆迁 信息 公开 方面,在征地拆迁信息公开方面,在征地拆迁信息公开方面,11,11,0,0,4.2430625,0.077550411,141.8432195,0.01827699,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在征地拆迁信息公开方面。
BAC009S0003W0202.wav,进一步 扩大 社会 公众 对 征地 拆迁 工作 的 参与,进一步扩大社会公众对征地拆迁工作的参与,进一步扩大社会公众对征地拆迁工作的参与,19,19,0,0,6.5950625,0.084400654,225.1167395,0.012797552,<|zh|><|NEUTRAL|><|Speech|><|withitn|>进一步扩大社会公众对征地拆迁工作的参与。
BAC009S0003W0203.wav,三公 经费 公开 需要 制度 化,三公经费公开需要制度化,三公经费公开需要制度化,11,11,0,0,4.052,0.078682423,139.8025077,0.019418169,<|zh|><|NEUTRAL|><|Speech|><|withitn|>三公经费公开需要制度化。
BAC009S0003W0204.wav,中央 财经 大学 财政 学院 教授 曾 康华,中央财经大学财政学院教授曾康华,中央财经大学财政学院教授曾康华,15,15,0,0,6.572,0.08856988,169.3578006,0.013476853,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中央财经大学财政学院。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>教授曾康华。
BAC009S0003W0205.wav,中央 部门 今年 三公 经费 公开 已 近 尾声,中央部门今年三公经费公开已近尾声,中央部门今年三公斤未公开已进尾声,16,16,3,0.1875,5.5079375,0.081113338,197.2548572,0.014726627,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中央部门今年三公斤未公开已进尾声。
BAC009S0003W0206.wav,在 公开 这 一 做法 获得 一致 肯定 的 同时,在公开这一做法获得一致肯定的同时,在公开这一做法获得一致肯定的同时,16,16,0,0,5.52,0.080667734,198.3444827,0.01461372,<|zh|><|NEUTRAL|><|Speech|><|withitn|>在公开这一做法获得一致肯定的同时。
BAC009S0003W0207.wav,公布 内容 不 够 细致 公布 标准 不 一 等,公布内容不够细致公布标准不一等,公布内容不够细致公布标准不一等,15,15,0,0,5.15,0.080616236,186.0667378,0.015653638,<|zh|><|NEUTRAL|><|Speech|><|withitn|>公布内容不够细致，公布标准不一等。
BAC009S0003W0208.wav,导致 公众 对数 字 雾里 看花,导致公众对数字雾里看花,导致公众对数字物理看花,11,11,2,0.181818182,4.1539375,0.095276117,115.4539071,0.022936339,<|zh|><|NEUTRAL|><|Speech|><|withitn|>导致公众对数字物理看花。
BAC009S0003W0209.wav,不 知道 这些 数字 花费 是否 合理,不知道这些数字花费是否合理,不知道这些数字花费是否合理,13,13,0,0,4.3879375,0.079244375,164.0494983,0.018059595,<|zh|><|NEUTRAL|><|Speech|><|withitn|>不知道这些数字花费是否合理。
BAC009S0003W0210.wav,公开 该 如何 改进 呢,公开该如何改进呢,公开该如何改进呢,8,8,0,0,3.348,0.073711634,108.5310364,0.022016617,<|zh|><|NEUTRAL|><|Speech|><|withitn|>公开该如何改进呢？
BAC009S0003W0211.wav,记者 就此 采访 了 中央 财经 大学 财政 学院 教授 曾 康华,记者就此采访了中央财经大学财政学院教授曾康华,记者就此采访了中央财经大学财政学院教授曾康华,22,22,0,0,7.333,0.087397337,251.7239171,0.01191836,<|zh|><|NEUTRAL|><|Speech|><|withitn|>记者就此采访了中央财经大学财政学院教授曾康华。
BAC009S0003W0212.wav,公开 就 是 很大 的 进步,公开就是很大的进步,公开就是很大的进步,9,9,0,0,3.6839375,0.076560259,117.5544615,0.020782182,<|zh|><|NEUTRAL|><|Speech|><|withitn|>公开就是很大的进步。
